seriesId,frequencyCode,spanishTitle,englishTitle,firstObservation,lastObservation,updatedAt,createdAt,frequency,search_text
F089.ECB.10Y20.CONSFCH1.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente, Entre 10% y menos de 20%","Households portfolio, Financing of mortgage loans, Percentage of refinancing of existing mortgage loans, Between 10% and less than 20%",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente, Entre 10% y menos de 20% Households portfolio, Financing of mortgage loans, Percentage of refinancing of existing mortgage loans, Between 10% and less than 20%"
F089.ECB.20Y30.CONSFCH1.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente, Entre 20% y menos de 30%","Households portfolio, Financing of mortgage loans, Percentage of refinancing of existing mortgage loans, Between 20% and less than 30%",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente, Entre 20% y menos de 30% Households portfolio, Financing of mortgage loans, Percentage of refinancing of existing mortgage loans, Between 20% and less than 30%"
F089.ECB.30Y40.CONSFCH1.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente, Entre 30% y menos de 40%","Households portfolio, Financing of mortgage loans, Percentage of refinancing of existing mortgage loans, Between 30% and less than 40%",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente, Entre 30% y menos de 40% Households portfolio, Financing of mortgage loans, Percentage of refinancing of existing mortgage loans, Between 30% and less than 40%"
F089.ECB.40Y50.CONSFCH1.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente, Entre 40% y 50%","Households portfolio, Financing of mortgage loans, Percentage of refinancing of existing mortgage loans, Between 40% and 50%",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Financiamiento de créditos hipotecarios, Porcentaje de refinanciamiento de crédito hipotecario ya existente, Entre 40% y 50% Households portfolio, Financing of mortgage loans, Percentage of refinancing of existing mortgage loans, Between 40% and 50%"
F089.ECB.AMNIV.COMDNC1.T,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas, Al mismo nivel","Commercial portfolio, Demand for new credits, Large firms, At the same level",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas, Al mismo nivel Commercial portfolio, Demand for new credits, Large firms, At the same level"
F089.ECB.AMNIV.COMDNC2.T,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes, Al mismo nivel","Commercial portfolio, Demand for new credits, SMEs, At the same level",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes, Al mismo nivel Commercial portfolio, Demand for new credits, SMEs, At the same level"
F089.ECB.AMNIV.CONSDNC1.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Consumo, Al mismo nivel","Households portfolio, Demand for new credits, Consumer, At the same level",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Consumo, Al mismo nivel Households portfolio, Demand for new credits, Consumer, At the same level"
F089.ECB.AMNIV.CONSDNC2.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Hipotecarios, Al mismo nivel","Households portfolio, Demand for new credits, Mortgages for housing, At the same level",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Hipotecarios, Al mismo nivel Households portfolio, Demand for new credits, Mortgages for housing, At the same level"
F089.ECB.AMNIV.IMBDNC1.T,QUARTERLY,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Inmobiliarios, Al mismo nivel","Commercial real estate and construction credits, Demand for new credits, Commercial real estate, At the same level",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Inmobiliarios, Al mismo nivel Commercial real estate and construction credits, Demand for new credits, Commercial real estate, At the same level"
F089.ECB.AMNIV.IMBDNC2.T,QUARTERLY,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Construcción, Al mismo nivel","Commercial real estate and construction credits, Demand for new credits, Construction, At the same level",01-10-2010,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Construcción, Al mismo nivel Commercial real estate and construction credits, Demand for new credits, Construction, At the same level"
F089.ECB.CCMOD.COMDNC1.T,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas, Con crecimiento moderado","Commercial portfolio, Demand for new credits, Large firms, With moderate growth",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas, Con crecimiento moderado Commercial portfolio, Demand for new credits, Large firms, With moderate growth"
F089.ECB.CCMOD.COMDNC2.T,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes, Con crecimiento moderado","Commercial portfolio, Demand for new credits, SMEs, With moderate growth",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes, Con crecimiento moderado Commercial portfolio, Demand for new credits, SMEs, With moderate growth"
F089.ECB.CCMOD.CONSDNC1.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Consumo, Con crecimiento moderado","Households portfolio, Demand for new credits, Consumer, With moderate growth",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Consumo, Con crecimiento moderado Households portfolio, Demand for new credits, Consumer, With moderate growth"
F089.ECB.CCMOD.CONSDNC2.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Hipotecarios, Con crecimiento moderado","Households portfolio, Demand for new credits, Mortgages for housing, With moderate growth",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Demanda por nuevos créditos, Hipotecarios, Con crecimiento moderado Households portfolio, Demand for new credits, Mortgages for housing, With moderate growth"
F089.ECB.CCMOD.IMBDNC1.T,QUARTERLY,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Inmobiliarios, Con crecimiento moderado","Commercial real estate and construction credits, Demand for new credits, Commercial real estate, With moderate growth",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Inmobiliarios, Con crecimiento moderado Commercial real estate and construction credits, Demand for new credits, Commercial real estate, With moderate growth"
F089.ECB.CCMOD.IMBDNC2.T,QUARTERLY,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Construcción, Con crecimiento moderado","Commercial real estate and construction credits, Demand for new credits, Construction, With moderate growth",01-10-2010,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos inmobiliarios y de la construcción, Demanda por nuevos créditos, Construcción, Con crecimiento moderado Commercial real estate and construction credits, Demand for new credits, Construction, With moderate growth"
F089.ECB.IND.COMCC1.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Disminución de las líneas de crédito (en relación con el volumen de ventas), Indicador","Commercial portfolio, Credit conditions, Large firms: Decrease in credit lines (in relation to sales volume), Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Disminución de las líneas de crédito (en relación con el volumen de ventas), Indicador Commercial portfolio, Credit conditions, Large firms: Decrease in credit lines (in relation to sales volume), Indicator"
F089.ECB.IND.COMCC10.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Aumento del premio exigido a los créditos más riesgosos, Indicador","Commercial portfolio, Credit conditions, SMEs: Increase in the premium required for riskier loans, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Aumento del premio exigido a los créditos más riesgosos, Indicador Commercial portfolio, Credit conditions, SMEs: Increase in the premium required for riskier loans, Indicator"
F089.ECB.IND.COMCC2.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Aumento del spread sobre el costo de fondos de su banco, Indicador","Commercial portfolio, Credit conditions, Large firms: Increased spread over your bank's cost of funds, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Aumento del spread sobre el costo de fondos de su banco, Indicador Commercial portfolio, Credit conditions, Large firms: Increased spread over your bank's cost of funds, Indicator"
F089.ECB.IND.COMCC3.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Mayor requerimiento de garantías o imposición de otras condiciones contractuales, Indicador","Commercial portfolio, Credit conditions, Large firms: Increased requirement of guarantees or imposition of other contractual conditions, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Mayor requerimiento de garantías o imposición de otras condiciones contractuales, Indicador Commercial portfolio, Credit conditions, Large firms: Increased requirement of guarantees or imposition of other contractual conditions, Indicator"
F089.ECB.IND.COMCC4.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Disminución en el plazo de los créditos, Indicador","Commercial portfolio, Credit conditions, Large firms: Decrease in the term of credits, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Disminución en el plazo de los créditos, Indicador Commercial portfolio, Credit conditions, Large firms: Decrease in the term of credits, Indicator"
F089.ECB.IND.COMCC5.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Aumento del premio exigido a los créditos más riesgosos, Indicador","Commercial portfolio, Credit conditions, Large firms: Increase in the premium required for riskier loans, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Grandes empresas: Aumento del premio exigido a los créditos más riesgosos, Indicador Commercial portfolio, Credit conditions, Large firms: Increase in the premium required for riskier loans, Indicator"
F089.ECB.IND.COMCC6.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Disminución de las líneas de crédito (en relación con el volumen de ventas), Indicador","Commercial portfolio, Credit conditions, SMEs: Decrease in credit lines (in relation to sales volume), Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Disminución de las líneas de crédito (en relación con el volumen de ventas), Indicador Commercial portfolio, Credit conditions, SMEs: Decrease in credit lines (in relation to sales volume), Indicator"
F089.ECB.IND.COMCC7.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Aumento del spread sobre el costo de fondos de su banco, Indicador","Commercial portfolio, Credit conditions, SMEs: Increased spread over your bank's cost of funds, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Aumento del spread sobre el costo de fondos de su banco, Indicador Commercial portfolio, Credit conditions, SMEs: Increased spread over your bank's cost of funds, Indicator"
F089.ECB.IND.COMCC8.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Mayor requerimiento de garantías o imposición de otras condiciones contractuales, Indicador","Commercial portfolio, Credit conditions, SMEs: Increased requirement of guarantees or imposition of other contractual conditions, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Mayor requerimiento de garantías o imposición de otras condiciones contractuales, Indicador Commercial portfolio, Credit conditions, SMEs: Increased requirement of guarantees or imposition of other contractual conditions, Indicator"
F089.ECB.IND.COMCC9.T,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Disminución en el plazo de los créditos, Indicador","Commercial portfolio, Credit conditions, SMEs: Decrease in the term of credits, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Condiciones crediticias, Pymes: Disminución en el plazo de los créditos, Indicador Commercial portfolio, Credit conditions, SMEs: Decrease in the term of credits, Indicator"
F089.ECB.IND.COMDNC1.T,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas, Indicador","Commercial portfolio, Demand for new credits, Large firms, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Grandes empresas, Indicador Commercial portfolio, Demand for new credits, Large firms, Indicator"
F089.ECB.IND.COMDNC2.T,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes, Indicador","Commercial portfolio, Demand for new credits, SMEs, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Demanda por nuevos créditos, Pymes, Indicador Commercial portfolio, Demand for new credits, SMEs, Indicator"
F089.ECB.IND.COMEA1.T,QUARTERLY,"Banca de empresas: créditos comerciales, Estándares de aprobación, Grandes empresas, Indicador","Commercial portfolio, Approval standards, Large firms, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Estándares de aprobación, Grandes empresas, Indicador Commercial portfolio, Approval standards, Large firms, Indicator"
F089.ECB.IND.COMEA2.T,QUARTERLY,"Banca de empresas: créditos comerciales, Estándares de aprobación, Pymes, Indicador","Commercial portfolio, Approval standards, SMEs, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Estándares de aprobación, Pymes, Indicador Commercial portfolio, Approval standards, SMEs, Indicator"
F089.ECB.IND.COMFCD1.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Necesidades de capital de trabajo de los clientes, Indicador","Commercial portfolio, Factors explaining changes in demand standards, Large firms: Customers' working capital needs, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Necesidades de capital de trabajo de los clientes, Indicador Commercial portfolio, Factors explaining changes in demand standards, Large firms: Customers' working capital needs, Indicator"
F089.ECB.IND.COMFCD2.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Inversión en activo fijo físico (plantas y equipos) de los clientes, Indicador","Commercial portfolio, Factors explaining changes in demand standards, Large firms: Investment in customers' physical fixed assets (plant and equipment), Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Inversión en activo fijo físico (plantas y equipos) de los clientes, Indicador Commercial portfolio, Factors explaining changes in demand standards, Large firms: Investment in customers' physical fixed assets (plant and equipment), Indicator"
F089.ECB.IND.COMFCD3.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Necesidades de financiamiento de los clientes para adquisiciones o fusiones con otras empresas, Indicador","Commercial portfolio, Factors explaining changes in demand standards, Large firms: Customer financing needs for acquisitions or mergers with other companies, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Necesidades de financiamiento de los clientes para adquisiciones o fusiones con otras empresas, Indicador Commercial portfolio, Factors explaining changes in demand standards, Large firms: Customer financing needs for acquisitions or mergers with other companies, Indicator"
F089.ECB.IND.COMFCD4.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Sustitución de financiamiento entre bancos u otras fuentes no bancarias (bonos, efectos de comercio, recursos propios, etc), Indicador","Commercial portfolio, Factors explaining changes in demand standards, Large firms: Substitution of financing between banks or other non-bank sources (bonds, commercial paper, own resources, etc.), Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Grandes empresas: Sustitución de financiamiento entre bancos u otras fuentes no bancarias (bonos, efectos de comercio, recursos propios, etc), Indicador Commercial portfolio, Factors explaining changes in demand standards, Large firms: Substitution of financing between banks or other non-bank sources (bonds, commercial paper, own resources, etc.), Indicator"
F089.ECB.IND.COMFCD5.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Pymes: Necesidades de capital de trabajo de los clientes, Indicador","Commercial portfolio, Factors explaining changes in demand standards, SMEs:  Customers' working capital needs, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Pymes: Necesidades de capital de trabajo de los clientes, Indicador Commercial portfolio, Factors explaining changes in demand standards, SMEs:  Customers' working capital needs, Indicator"
F089.ECB.IND.COMFCD6.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Pymes: Inversión en activo fijo físico (plantas y equipos) de los clientes, Indicador","Commercial portfolio, Factors explaining changes in demand standards, SMEs: Investment in customers' physical fixed assets (plant and equipment), Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Pymes: Inversión en activo fijo físico (plantas y equipos) de los clientes, Indicador Commercial portfolio, Factors explaining changes in demand standards, SMEs: Investment in customers' physical fixed assets (plant and equipment), Indicator"
F089.ECB.IND.COMFCD7.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Pymes: Sustitución de financiamiento entre bancos u otras fuentes no bancarias (proveedores, recursos propios, factoraje, etc.), Indicador","Commercial portfolio, Factors explaining changes in demand standards, SMEs: Substitution of financing between banks or other non-bank sources (suppliers, own resources, factoring, etc.), Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en la demanda, Pymes: Sustitución de financiamiento entre bancos u otras fuentes no bancarias (proveedores, recursos propios, factoraje, etc.), Indicador Commercial portfolio, Factors explaining changes in demand standards, SMEs: Substitution of financing between banks or other non-bank sources (suppliers, own resources, factoring, etc.), Indicator"
F089.ECB.IND.COMFCEA1.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Entorno económico o sus perspectivas, Indicador","Commercial portfolio, Factors explaining changes in approval standards, Economic enviroment or its outlook, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Entorno económico o sus perspectivas, Indicador Commercial portfolio, Factors explaining changes in approval standards, Economic enviroment or its outlook, Indicator"
F089.ECB.IND.COMFCEA10.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Pymes: Cambios normativos, Indicador","Commercial portfolio, Factors explaining changes in approval standards, SMEs: Regulatory changes, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Pymes: Cambios normativos, Indicador Commercial portfolio, Factors explaining changes in approval standards, SMEs: Regulatory changes, Indicator"
F089.ECB.IND.COMFCEA11.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Pymes: Otros, Indicador","Commercial portfolio, Factors explaining changes in approval standards, SMEs: Others, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Pymes: Otros, Indicador Commercial portfolio, Factors explaining changes in approval standards, SMEs: Others, Indicator"
F089.ECB.IND.COMFCEA2.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Posición de capital de su banco, actual o esperada, Indicador","Commercial portfolio, Factors explaining changes in approval standards, Capital position of your bank, current or expected, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Posición de capital de su banco, actual o esperada, Indicador Commercial portfolio, Factors explaining changes in approval standards, Capital position of your bank, current or expected, Indicator"
F089.ECB.IND.COMFCEA3.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Condiciones de fondeo de su banco, Indicador","Commercial portfolio, Factors explaining changes in approval standards, Funding conditions of your bank, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Condiciones de fondeo de su banco, Indicador Commercial portfolio, Factors explaining changes in approval standards, Funding conditions of your bank, Indicator"
F089.ECB.IND.COMFCEA4.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Grandes empresas: Riesgo de la cartera de clientes (flujos, morosidad, provisiones, etc), Indicador","Commercial portfolio, Factors explaining changes in approval standards, Large firms: Portfolio risk (flows, delinquency rate, loan loss provisions, etc), Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Grandes empresas: Riesgo de la cartera de clientes (flujos, morosidad, provisiones, etc), Indicador Commercial portfolio, Factors explaining changes in approval standards, Large firms: Portfolio risk (flows, delinquency rate, loan loss provisions, etc), Indicator"
F089.ECB.IND.COMFCEA5.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Grandes empresas: Competencia de otros bancos o instituciones no bancarias, Indicador","Commercial portfolio, Factors explaining changes in approval standards, Large firms: Competition from other banks or non-banking institutions, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Grandes empresas: Competencia de otros bancos o instituciones no bancarias, Indicador Commercial portfolio, Factors explaining changes in approval standards, Large firms: Competition from other banks or non-banking institutions, Indicator"
F089.ECB.IND.COMFCEA6.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Grandes empresas: Cambios normativos, Indicador","Commercial portfolio, Factors explaining changes in approval standards, Large firms: Regulatory changes, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Grandes empresas: Cambios normativos, Indicador Commercial portfolio, Factors explaining changes in approval standards, Large firms: Regulatory changes, Indicator"
F089.ECB.IND.COMFCEA7.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Grandes empresas: Otros, Indicador","Commercial portfolio, Factors explaining changes in approval standards, Large firms: Others, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Grandes empresas: Otros, Indicador Commercial portfolio, Factors explaining changes in approval standards, Large firms: Others, Indicator"
F089.ECB.IND.COMFCEA8.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Pymes: Riesgo de la cartera de clientes (flujos, morosidad, provisiones, etc), Indicador","Commercial portfolio, Factors explaining changes in approval standards, SMEs: Portfolio risk (flows, delinquency rate, loan loss provisions, etc), Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Pymes: Riesgo de la cartera de clientes (flujos, morosidad, provisiones, etc), Indicador Commercial portfolio, Factors explaining changes in approval standards, SMEs: Portfolio risk (flows, delinquency rate, loan loss provisions, etc), Indicator"
F089.ECB.IND.COMFCEA9.T,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Pymes: Competencia de otros bancos o instituciones no bancarias, Indicador","Commercial portfolio, Factors explaining changes in approval standards, SMEs: Competition from other banks or non-banking institutions, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de empresas: créditos comerciales, Factores que explican cambios en estándares de aprobación, Pymes: Competencia de otros bancos o instituciones no bancarias, Indicador Commercial portfolio, Factors explaining changes in approval standards, SMEs: Competition from other banks or non-banking institutions, Indicator"
F089.ECB.IND.CONSCC1.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Condiciones crediticias, Consumo: Tamaño máximo del crédito en cuotas o de la línea de crédito en relación al ingreso, Indicador","Households portfolio, Credit conditions, Consumer: Maximum size of installment credit or line of credit in relation to income, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Condiciones crediticias, Consumo: Tamaño máximo del crédito en cuotas o de la línea de crédito en relación al ingreso, Indicador Households portfolio, Credit conditions, Consumer: Maximum size of installment credit or line of credit in relation to income, Indicator"
F089.ECB.IND.CONSCC10.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Condiciones crediticias, Hipotecarios: Spread sobre el costo de fondos del banco o comisión, Indicador","Households portfolio, Credit conditions, Mortgages for housing: Spread over the bank's cost of funds or comission, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Condiciones crediticias, Hipotecarios: Spread sobre el costo de fondos del banco o comisión, Indicador Households portfolio, Credit conditions, Mortgages for housing: Spread over the bank's cost of funds or comission, Indicator"
F089.ECB.IND.CONSCC11.T,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Condiciones crediticias, Hipotecarios: Estándar mínimo requerido de credit scoring, Indicador","Households portfolio, Credit conditions, Mortgages for housing: Minimum required credit scoring standard, Indicator",01-01-2003,01-01-2026,15-04-2026,15-04-2026,QUARTERLY,"Banca de personas: créditos de consumo e hipotecarios, Condiciones crediticias, Hipotecarios: Estándar mínimo requerido de credit scoring, Indicador Households portfolio, Credit conditions, Mortgages for housing: Minimum required credit scoring standard, Indicator"
