fecha_actualizacion,fecha_hora_actualizacion,ultima_observacion_imacec,periodo_objetivo,siguiente_periodo_imacec,ciclo_estado,ciclo_estado_label,modelo_principal,tiene_eee,tiene_experimentales,tiene_ine
2026-09-08,2026-09-08 17:23:37 UTC,2026-07-01,2026-07-01,2026-08-01,official_review,Dato efectivo publicado · esperando la EEE del siguiente período,summary,FALSE,FALSE,FALSE
