Periodo,target_key,variable,observed,fitted,model_key,modelo,corte,tipo,fit_timestamp,estimation_end
2019-01-01,no_minero,IMACEC no minero,2.7341152560787396,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-02-01,no_minero,IMACEC no minero,1.6595585372416455,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-03-01,no_minero,IMACEC no minero,2.0466527540109025,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-04-01,no_minero,IMACEC no minero,1.854854981195575,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-05-01,no_minero,IMACEC no minero,2.3594432769310947,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-06-01,no_minero,IMACEC no minero,1.1635809008067488,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-07-01,no_minero,IMACEC no minero,3.699210497436334,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-08-01,no_minero,IMACEC no minero,3.367958748266986,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-09-01,no_minero,IMACEC no minero,3.484051165327595,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-10-01,no_minero,IMACEC no minero,-4.712059303855154,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-11-01,no_minero,IMACEC no minero,-4.351675091891083,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-12-01,no_minero,IMACEC no minero,1.228133832481304,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-01-01,no_minero,IMACEC no minero,1.0520356730939318,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-02-01,no_minero,IMACEC no minero,2.332493148386061,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-03-01,no_minero,IMACEC no minero,-4.6573727980858575,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-04-01,no_minero,IMACEC no minero,-16.253706219075205,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-05-01,no_minero,IMACEC no minero,-17.51663250266762,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-06-01,no_minero,IMACEC no minero,-15.45518696546634,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-07-01,no_minero,IMACEC no minero,-13.156314088362864,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-08-01,no_minero,IMACEC no minero,-12.018710106610374,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-09-01,no_minero,IMACEC no minero,-5.4415880935850485,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-10-01,no_minero,IMACEC no minero,-1.7617207822021141,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-11-01,no_minero,IMACEC no minero,1.0157142703611788,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2020-12-01,no_minero,IMACEC no minero,1.3347235420328785,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-01-01,no_minero,IMACEC no minero,-3.350273769976153,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-02-01,no_minero,IMACEC no minero,-1.3854611211324586,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-03-01,no_minero,IMACEC no minero,7.68507855505729,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-04-01,no_minero,IMACEC no minero,16.734270191563038,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-05-01,no_minero,IMACEC no minero,22.13975263630448,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-06-01,no_minero,IMACEC no minero,23.407318658335143,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-07-01,no_minero,IMACEC no minero,20.76463937480795,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-08-01,no_minero,IMACEC no minero,21.657203493350764,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-09-01,no_minero,IMACEC no minero,16.849040783117687,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-10-01,no_minero,IMACEC no minero,15.655913827209456,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-11-01,no_minero,IMACEC no minero,15.7452903795817,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2021-12-01,no_minero,IMACEC no minero,10.477766339800976,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-01-01,no_minero,IMACEC no minero,10.22222540329465,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-02-01,no_minero,IMACEC no minero,7.808978207744599,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-03-01,no_minero,IMACEC no minero,7.994692106551549,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-04-01,no_minero,IMACEC no minero,9.085282350398138,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-05-01,no_minero,IMACEC no minero,7.123730100359338,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-06-01,no_minero,IMACEC no minero,4.404975133900391,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-07-01,no_minero,IMACEC no minero,1.2528044069725075,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-08-01,no_minero,IMACEC no minero,2.5916980923111455,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-09-01,no_minero,IMACEC no minero,1.1620904191933956,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-10-01,no_minero,IMACEC no minero,-2.3643191172496913,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-11-01,no_minero,IMACEC no minero,-2.537906042892557,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2022-12-01,no_minero,IMACEC no minero,-1.3300179238098009,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-01-01,no_minero,IMACEC no minero,0.5845919328884674,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-02-01,no_minero,IMACEC no minero,0.5722515823792129,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-03-01,no_minero,IMACEC no minero,-0.06153635370935717,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-04-01,no_minero,IMACEC no minero,-0.628578866738827,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-05-01,no_minero,IMACEC no minero,0.765823394874432,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-06-01,no_minero,IMACEC no minero,-0.15502564733940183,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-07-01,no_minero,IMACEC no minero,2.330988389425115,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-08-01,no_minero,IMACEC no minero,-0.48439612663464526,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-09-01,no_minero,IMACEC no minero,-0.9565011146409841,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-10-01,no_minero,IMACEC no minero,3.136077145990246,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-11-01,no_minero,IMACEC no minero,2.167097326798406,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2023-12-01,no_minero,IMACEC no minero,0.7938512913761464,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-01-01,no_minero,IMACEC no minero,4.1128471186122395,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-02-01,no_minero,IMACEC no minero,4.628470622877567,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-03-01,no_minero,IMACEC no minero,-0.2650223798154494,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-04-01,no_minero,IMACEC no minero,4.2313298983302605,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-05-01,no_minero,IMACEC no minero,-0.21752102603829204,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-06-01,no_minero,IMACEC no minero,-1.2529263884246133,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-07-01,no_minero,IMACEC no minero,4.6495518840197425,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-08-01,no_minero,IMACEC no minero,1.5667466901213345,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-09-01,no_minero,IMACEC no minero,0.8477262615004033,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-10-01,no_minero,IMACEC no minero,2.9737865888798565,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-11-01,no_minero,IMACEC no minero,2.4453500701363318,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2024-12-01,no_minero,IMACEC no minero,5.8056759175583394,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-01-01,no_minero,IMACEC no minero,3.7667226031889323,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-02-01,no_minero,IMACEC no minero,1.2705337021299723,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-03-01,no_minero,IMACEC no minero,4.880608001916276,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-04-01,no_minero,IMACEC no minero,2.692860351031956,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-05-01,no_minero,IMACEC no minero,2.506905661515213,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-06-01,no_minero,IMACEC no minero,4.9721635080541615,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-07-01,no_minero,IMACEC no minero,2.240705074317506,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-08-01,no_minero,IMACEC no minero,1.3299898699509427,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-09-01,no_minero,IMACEC no minero,4.257546154405323,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-10-01,no_minero,IMACEC no minero,2.838327035510746,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-11-01,no_minero,IMACEC no minero,2.2056769858848746,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2025-12-01,no_minero,IMACEC no minero,2.6444701441954432,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2026-01-01,no_minero,IMACEC no minero,-0.7596509074593527,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2026-02-01,no_minero,IMACEC no minero,-0.14106910741275014,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2026-03-01,no_minero,IMACEC no minero,1.2533594134531256,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2026-04-01,no_minero,IMACEC no minero,0.6898526641451186,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2026-05-01,no_minero,IMACEC no minero,0.30523196607576963,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2026-06-01,no_minero,IMACEC no minero,1.199968515136729,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2026-07-01,no_minero,IMACEC no minero,-0.30982965559617215,NA,actual,IMACEC efectivo,oficial,Efectivo,NA,NA
2019-02-01,no_minero,IMACEC no minero,1.6595585372416455,2.672572326333706,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-03-01,no_minero,IMACEC no minero,2.0466527540109025,1.7073379593827829,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-04-01,no_minero,IMACEC no minero,1.854854981195575,2.0550503087857943,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-05-01,no_minero,IMACEC no minero,2.3594432769310947,1.882765497215912,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-06-01,no_minero,IMACEC no minero,1.1635809008067488,2.3360184113405476,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-07-01,no_minero,IMACEC no minero,3.699210497436334,1.2618196805113349,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-08-01,no_minero,IMACEC no minero,3.367958748266986,3.539481515964272,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-09-01,no_minero,IMACEC no minero,3.484051165327595,3.2419303799415173,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-10-01,no_minero,IMACEC no minero,-4.712059303855154,3.3462118838630315,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-11-01,no_minero,IMACEC no minero,-4.351675091891083,-4.016049559854021,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2019-12-01,no_minero,IMACEC no minero,1.228133832481304,-3.692329815147848,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-01-01,no_minero,IMACEC no minero,1.0520356730939318,1.3198051800642547,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-02-01,no_minero,IMACEC no minero,2.332493148386061,1.161622747794468,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-03-01,no_minero,IMACEC no minero,-4.6573727980858575,2.3118101124118846,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-04-01,no_minero,IMACEC no minero,-16.253706219075205,-3.9669267040273777,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-05-01,no_minero,IMACEC no minero,-17.51663250266762,-14.38348206340753,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-06-01,no_minero,IMACEC no minero,-15.45518696546634,-15.517921810029982,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-07-01,no_minero,IMACEC no minero,-13.156314088362864,-13.666201893134707,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-08-01,no_minero,IMACEC no minero,-12.018710106610374,-11.601209820279761,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-09-01,no_minero,IMACEC no minero,-5.4415880935850485,-10.579342440067343,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-10-01,no_minero,IMACEC no minero,-1.7617207822021141,-4.671358160306,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-11-01,no_minero,IMACEC no minero,1.0157142703611788,-1.3658701088143372,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2020-12-01,no_minero,IMACEC no minero,1.3347235420328785,1.1289965815261491,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-01-01,no_minero,IMACEC no minero,-3.350273769976153,1.4155507549780109,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-02-01,no_minero,IMACEC no minero,-1.3854611211324586,-2.792808222589724,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-03-01,no_minero,IMACEC no minero,7.68507855505729,-1.0278900381534073,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-04-01,no_minero,IMACEC no minero,16.734270191563038,7.119838665944486,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-05-01,no_minero,IMACEC no minero,22.13975263630448,15.248391219348045,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-06-01,no_minero,IMACEC no minero,23.407318658335143,20.103935216374904,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-07-01,no_minero,IMACEC no minero,20.76463937480795,21.242542667610575,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-08-01,no_minero,IMACEC no minero,21.657203493350764,18.868722076688005,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-09-01,no_minero,IMACEC no minero,16.849040783117687,19.670479254156636,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-10-01,no_minero,IMACEC no minero,15.655913827209456,15.351485376540346,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-11-01,no_minero,IMACEC no minero,15.7452903795817,14.279743772035284,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2021-12-01,no_minero,IMACEC no minero,10.477766339800976,14.360027407544669,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-01-01,no_minero,IMACEC no minero,10.22222540329465,9.628406318767759,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-02-01,no_minero,IMACEC no minero,7.808978207744599,9.398863392131306,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-03-01,no_minero,IMACEC no minero,7.994692106551549,7.231133119490409,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-04-01,no_minero,IMACEC no minero,9.085282350398138,7.397953013132607,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-05-01,no_minero,IMACEC no minero,7.123730100359338,8.377589699748219,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-06-01,no_minero,IMACEC no minero,4.404975133900391,6.615600210392658,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-07-01,no_minero,IMACEC no minero,1.2528044069725075,4.173443660680998,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-08-01,no_minero,IMACEC no minero,2.5916980923111455,1.341965840301067,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-09-01,no_minero,IMACEC no minero,1.1620904191933956,2.5446442807476823,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-10-01,no_minero,IMACEC no minero,-2.3643191172496913,1.260480836268591,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-11-01,no_minero,IMACEC no minero,-2.537906042892557,-1.9071617989214906,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2022-12-01,no_minero,IMACEC no minero,-1.3300179238098009,-2.0630884832431677,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-01-01,no_minero,IMACEC no minero,0.5845919328884674,-0.9780874744251881,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-02-01,no_minero,IMACEC no minero,0.5722515823792129,0.7417354075052719,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-03-01,no_minero,IMACEC no minero,-0.06153635370935717,0.730650529245292,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-04-01,no_minero,IMACEC no minero,-0.628578866738827,0.1613423796171971,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-05-01,no_minero,IMACEC no minero,0.765823394874432,-0.3480108369264495,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-06-01,no_minero,IMACEC no minero,-0.15502564733940183,0.9045288947312662,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-07-01,no_minero,IMACEC no minero,2.330988389425115,0.07736442147707812,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-08-01,no_minero,IMACEC no minero,-0.48439612663464526,2.310458443358385,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-09-01,no_minero,IMACEC no minero,-0.9565011146409841,-0.2184968397311019,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-10-01,no_minero,IMACEC no minero,3.136077145990246,-0.642571205694613,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-11-01,no_minero,IMACEC no minero,2.167097326798406,3.0336397539954274,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2023-12-01,no_minero,IMACEC no minero,0.7938512913761464,2.1632411924583064,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-01-01,no_minero,IMACEC no minero,4.1128471186122395,0.9297053125624962,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-02-01,no_minero,IMACEC no minero,4.628470622877567,3.911035920854623,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-03-01,no_minero,IMACEC no minero,-0.2650223798154494,4.374201352701886,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-04-01,no_minero,IMACEC no minero,4.2313298983302605,-0.021441555515080923,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-05-01,no_minero,IMACEC no minero,-0.21752102603829204,4.017464598718623,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-06-01,no_minero,IMACEC no minero,-1.2529263884246133,0.02122714529768399,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-07-01,no_minero,IMACEC no minero,4.6495518840197425,-0.9088390131291427,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-08-01,no_minero,IMACEC no minero,1.5667466901213345,4.393137866146346,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-09-01,no_minero,IMACEC no minero,0.8477262615004033,1.6239685262665207,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-10-01,no_minero,IMACEC no minero,2.9737865888798565,0.9780991960781701,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-11-01,no_minero,IMACEC no minero,2.4453500701363318,2.887860177721327,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2024-12-01,no_minero,IMACEC no minero,5.8056759175583394,2.4131852911363194,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-01-01,no_minero,IMACEC no minero,3.7667226031889323,5.431641120620486,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-02-01,no_minero,IMACEC no minero,1.2705337021299723,3.600125131620183,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-03-01,no_minero,IMACEC no minero,4.880608001916276,1.3578914072700412,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-04-01,no_minero,IMACEC no minero,2.692860351031956,4.600686990151041,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-05-01,no_minero,IMACEC no minero,2.506905661515213,2.635514578279655,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-06-01,no_minero,IMACEC no minero,4.9721635080541615,2.468478391291316,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-07-01,no_minero,IMACEC no minero,2.240705074317506,4.6829278988519905,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-08-01,no_minero,IMACEC no minero,1.3299898699509427,2.2293602965817,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-09-01,no_minero,IMACEC no minero,4.257546154405323,1.4112986732635107,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-10-01,no_minero,IMACEC no minero,2.838327035510746,4.041013687280295,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-11-01,no_minero,IMACEC no minero,2.2056769858848746,2.7661818949916928,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2025-12-01,no_minero,IMACEC no minero,2.6444701441954432,2.1978958664859465,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2026-01-01,no_minero,IMACEC no minero,-0.7596509074593527,2.592047453795976,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2026-02-01,no_minero,IMACEC no minero,-0.14106910741275014,-0.4657479800962949,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2026-03-01,no_minero,IMACEC no minero,1.2533594134531256,0.08990106262851574,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2026-04-01,no_minero,IMACEC no minero,0.6898526641451186,1.3424643819969888,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2026-05-01,no_minero,IMACEC no minero,0.30523196607576963,0.8362872106053072,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2026-06-01,no_minero,IMACEC no minero,1.199968515136729,0.4907967311274412,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2026-07-01,no_minero,IMACEC no minero,-0.30982965559617215,1.2945053221968321,ar1,AR(1) de referencia,proxy,Ajuste,NA,NA
2026-08-01,no_minero,IMACEC no minero,NA,-0.061690266183240715,ar1,AR(1) de referencia,proxy,Nowcast,NA,NA
2019-01-01,no_minero,IMACEC no minero,2.7341152560787396,2.415932817572493,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-02-01,no_minero,IMACEC no minero,1.6595585372416455,1.6836451031729356,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-03-01,no_minero,IMACEC no minero,2.0466527540109025,1.4961868348839775,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-04-01,no_minero,IMACEC no minero,1.854854981195575,1.5967929707870607,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-05-01,no_minero,IMACEC no minero,2.3594432769310947,1.1640175158274828,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-06-01,no_minero,IMACEC no minero,1.1635809008067488,-0.3597774298842712,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-07-01,no_minero,IMACEC no minero,3.699210497436334,4.168087727450528,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-08-01,no_minero,IMACEC no minero,3.367958748266986,1.9250901631279125,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-09-01,no_minero,IMACEC no minero,3.484051165327595,3.0721951622578163,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-10-01,no_minero,IMACEC no minero,-4.712059303855154,-2.770713183655852,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-11-01,no_minero,IMACEC no minero,-4.351675091891083,-3.999744906967189,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2019-12-01,no_minero,IMACEC no minero,1.228133832481304,0.8563450953554455,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-01-01,no_minero,IMACEC no minero,1.0520356730939318,2.226726561065408,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-02-01,no_minero,IMACEC no minero,2.332493148386061,2.453340763235735,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-03-01,no_minero,IMACEC no minero,-4.6573727980858575,-2.5074404350691633,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-04-01,no_minero,IMACEC no minero,-16.253706219075205,-14.10625224580609,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-05-01,no_minero,IMACEC no minero,-17.51663250266762,-17.78523008349519,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-06-01,no_minero,IMACEC no minero,-15.45518696546634,-15.600112703282502,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-07-01,no_minero,IMACEC no minero,-13.156314088362864,-13.938149184238899,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-08-01,no_minero,IMACEC no minero,-12.018710106610374,-11.575870534299927,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-09-01,no_minero,IMACEC no minero,-5.4415880935850485,-4.476519322212629,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-10-01,no_minero,IMACEC no minero,-1.7617207822021141,-2.0118078548951015,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-11-01,no_minero,IMACEC no minero,1.0157142703611788,1.667197146127605,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
2020-12-01,no_minero,IMACEC no minero,1.3347235420328785,0.26798854504009695,m4,M4 · Dinámico,experimental,Ajuste,2026-09-24 17:56:44 UTC,2026-07-01
